Key,Type,Desc,English,French,Russian,German,Korean,Chinese,Indonesian,Italian,Japanese,Persian,Romanian,Thai,Spanish,Turkish,Vietnamese,Polish,Arabic,Czech,Portuguese (Brazil)
Tutorial/text1110,Text,,"That's all for now, check your Objective Panel for victory condition and bonus quests!",[i2auto]"""Voilà tout pour le moment, vérifier votre Panel Objectif pour connaître l'état de la victoire et de bonus quêtes!""",[i2auto]"""Это все, что сейчас, проверить ваша цель Панель для условий победы и бонусных квестов!""",[i2auto]"""Das ist alles für jetzt, überprüfen Sie Ihre Ziel-Panel für Siegbedingung und Bonus-Quests!""",[i2auto]"""즉, 승리의 조건과 보너스 퀘스트에 대한 귀하의 목표 패널을 확인, 지금은 모든이야!""",[i2auto]这就是现在，请检查您的目标小组胜利条件及奖励任务！,[i2auto]"""Itu saja untuk saat ini, periksa Panel Tujuan Anda untuk kondisi kemenangan dan bonus quest!""",[i2auto]"""Questo è tutto per ora, controllare il vostro pannello obiettivo per condizione di vittoria e bonus missioni!""",[i2auto]それが勝利の条件​​とボーナスクエストのためにあなたの目的パネルを確認して、今のところすべてです！,[i2auto]که همه در حال حاضر، بررسی پنل هدف خود را برای شرایط پیروزی و پاداش ماموریت!,[i2auto]"""Asta e tot pentru moment, verificați Panel Obiectiv pentru stare victorie și quest-uri bonus!""",[i2auto]นั่นคือทั้งหมดที่ตอนนี้การตรวจสอบแผงวัตถุประสงค์ของคุณสภาพชัยชนะและเควสโบนัส!,[i2auto]"""Eso es todo por ahora, compruebe su Grupo Objetivo condición en la victoria y la bonificación misiones!""",[i2auto]Bu zafer koşulu ve bonus görevler için Amaç Paneli kontrol Şimdilik hepsi bu!,[i2auto]"""Đó là tất cả cho bây giờ, kiểm tra Bảng điều chỉnh Mục tiêu của bạn cho điều kiện chiến thắng và tiền thưởng nhiệm vụ!""",[i2auto]"""To wszystko na teraz, sprawdzić stan Celu Panelu za zwycięstwo i premii questów!""",[i2auto]هذا كل شيء في الوقت الراهن، والتحقق من لوحة الهدف الخاص بك لحالة انتصار ومكافأة المهام!,[i2auto]"""To je pro dnešek všechno, zkontrolujte váš cíl Panel pro vítězství stavu a bonusových questů!""","isso é tudo por agora, verifique o seu painel de objetivos para condição de vitória e missões bônus!"
Tutorial/title112,Text,,Controls,[i2auto]Contrôles,[i2auto]Управления,[i2auto]Kontrollen,[i2auto]컨트롤,[i2auto]控制,[i2auto]Kontrol,[i2auto]Controlli,[i2auto]コントロール,[i2auto]کنترل,[i2auto]Controale,[i2auto]การควบคุม,[i2auto]Controles,[i2auto]Kontroller,[i2auto]Controls,[i2auto]Sterownica,[i2auto]ضوابط,[i2auto]Ovládací prvky,[i2auto]Controles
Tutorial/title113,Text,,Gold,[i2auto]Or,[i2auto]Золото,[i2auto]Gold,[i2auto]금,[i2auto]金的,[i2auto]Emas,[i2auto]Oro,[i2auto]ゴールド,[i2auto]طلا,[i2auto]Aur,[i2auto]ทอง,[i2auto]Oro,[i2auto]Altın rengi,[i2auto]Vàng,[i2auto]Złoto,[i2auto]الذهب,[i2auto]Gold,[i2auto]Ouro
Tutorial/title114,Text,,Mana,[i2auto]Mana,[i2auto]Мана,[i2auto]Mana,[i2auto]마나,[i2auto]法力,[i2auto]Mana,[i2auto]Mana,[i2auto]マナ,[i2auto]مانا,[i2auto]Mana,[i2auto]มานะ,[i2auto]Mana,[i2auto]Doğaüstü güç,[i2auto]Mana,[i2auto]Mana,[i2auto]مانا,[i2auto]Mana,[i2auto]Mana
Tutorial/title115,Text,,Habitations,[i2auto]Habitations,[i2auto]Habitations,[i2auto]Wohnungen,[i2auto]거처,[i2auto]住处,[i2auto]Habitations,[i2auto]Abitazioni,[i2auto]住居,[i2auto]لانه,[i2auto]Locuinte,[i2auto]อาศัย,[i2auto]Habitations,[i2auto]Habitations,[i2auto]Habitations,[i2auto]Przybytków,[i2auto]مساكن,[i2auto]Obydlí,Moradias
Tutorial/title116,Text,,Selection,[i2auto]Sélection,[i2auto]Выбор,[i2auto]Auswahl,[i2auto]선택,[i2auto]选择,[i2auto]Pilihan,[i2auto]Selezione,[i2auto]セレクション,[i2auto]انتخاب,[i2auto]Selecție,[i2auto]เลือก,[i2auto]Selección,[i2auto]Seleksiyon,[i2auto]Lựa chọn,[i2auto]Wybór,[i2auto]اختيار,[i2auto]Selekce,[i2auto]Seleção
Tutorial/title117,Text,,Workers,[i2auto]Ouvriers,[i2auto]Работники,[i2auto]Workers,[i2auto]노동자,[i2auto]工人,[i2auto]Pekerja,[i2auto]I lavoratori,[i2auto]労働者,[i2auto]کارگران,[i2auto]Muncitorii,[i2auto]แรงงาน,[i2auto]Trabajadores,[i2auto]İşçiler,[i2auto]Công nhân,[i2auto]Pracownicy,[i2auto]العمال,[i2auto]Pracovníci,[i2auto]Trabalhadores
Tutorial/title118,Text,,New Units,[i2auto]Nouvelles unités,[i2auto]Новые Единицы,[i2auto]Neue Einheiten,[i2auto]새로운 유닛,[i2auto]新单位,[i2auto]Unit baru,[i2auto]Nuove Unità,[i2auto]新しいユニット,[i2auto]واحدهای جدید,[i2auto]Noi unități,[i2auto]หน่วยใหม่,[i2auto]Nuevas Unidades,[i2auto]Yeni Birimler,[i2auto]Các đơn vị mới,[i2auto]Nowe jednostki,[i2auto]وحدات جديدة,[i2auto]Nové jednotky,[i2auto]Novas Unidades
Tutorial/title119,Text,,Scrolling,[i2auto]Défilement,[i2auto]Прокрутка,[i2auto]Scrollen,[i2auto]스크롤,[i2auto]滚动,[i2auto]Bergulir,[i2auto]Scorrimento,[i2auto]スクロール,[i2auto]پیمایش,[i2auto]Scrolling,[i2auto]เลื่อน,[i2auto]Desplazamiento,[i2auto]Kaydırma,[i2auto]Cuộn,[i2auto]Przewijanie,[i2auto]التمرير,[i2auto]Rolování,Scrolling
Tutorial/title1110,Text,,New Goals,[i2auto]Nouveaux objectifs,[i2auto]Новые цели,[i2auto]Neue Ziele,[i2auto]새로운 목표,[i2auto]新目标,[i2auto]Gol baru,[i2auto]Nuovi Obiettivi,[i2auto]新たな目標,[i2auto]اهداف جدید,[i2auto]Noi obiective,[i2auto]เป้าหมายใหม่,[i2auto]Nuevas metas,[i2auto]Yeni Hedefleri,[i2auto]Mục tiêu mới,[i2auto]Nowe cele,[i2auto]الأهداف الجديدة,[i2auto]Nové cíle,Novos Objetivos
Tutorial/text121,Text,,"Berserking humanoids are settling near our prosperous camp, let's deal with them quickly. Check the Objectives panel for missions.",[i2auto]"""Humanoïdes Berserker se installent près de notre camp prospère, nous allons traiter avec eux rapidement. Vérifiez le panneau des objectifs des missions.""",[i2auto]"""Берсерк гуманоиды урегулирования возле нашего процветающего лагеря, давайте бороться с ними быстро. Проверьте панель Цели для миссий.""",[i2auto]"""Berserker Humanoiden siedeln in der Nähe unserer wohlhabenden Lager, lassen Sie uns mit ihnen umzugehen schnell. Überprüfen Sie die Ziele Panel für Missionen.""",[i2auto]"""광폭화 휴머노이드는의가 신속하게 처리하자, 우리의 번영 캠프 근처에 정착하고 있습니다. 선교의 목표 패널을 확인합니다.""",[i2auto]狂暴类人型机器人正在解决近我们的繁荣阵营，让我们快速应对。检查目标面板任务。,[i2auto]"""Berserk humanoids yang menetap di dekat kamp sejahtera kita, mari kita berurusan dengan mereka dengan cepat. Periksa Tujuan panel untuk misi.""",[i2auto]"""Umanoidi Berserking stanno stabilendo vicino al nostro accampamento prospero, cerchiamo di trattare con loro in modo rapido. Controllare il pannello degli obiettivi per le missioni.""",[i2auto]Berserkingヒューマノイドはのはすぐにそれらに対処しましょう​​、私たちの豊かなキャンプの近くにセトリングしています。ミッションの目標パネルを確認してください。,[i2auto]ربات های انسان نما Berserking استقرار در نزدیکی اردوگاه مرفه ما، اجازه دهید با آنها برخورد به سرعت. پانل اهداف برای ماموریت را بررسی کنید.,[i2auto]"""Umanoizi Berserking sunt de decantare aproape tabăra noastră prosperă, să se ocupe de ei repede. Verificați panoul de obiective pentru misiuni.""",[i2auto]ดาวเคราะห์ Berserking จะปักหลักอยู่ใกล้ค่ายเจริญรุ่งเรืองของเราขอให้จัดการกับพวกเขาได้อย่างรวดเร็ว ตรวจสอบแผงวัตถุประสงค์เพื่อปฏิบัติภารกิจ,[i2auto]"""Humanoides Rabiar están instalando cerca de nuestro campamento próspera, vamos a tratar con ellos rápidamente. Compruebe el panel de objetivos para las misiones.""",[i2auto]Berserking insanımsı en hızlı onlarla başa çıkmak izin bizim müreffeh kampa yakın yerleşme vardır. Misyonlar için Hedefler panelini kontrol edin.,[i2auto]"""Humanoids Berserking được giải quyết gần trại thịnh vượng của chúng ta, chúng ta hãy đối phó với chúng một cách nhanh chóng. Kiểm tra bảng điều khiển mục tiêu cho nhiệm vụ.""",[i2auto]"""Berserking humanoidy regulują pobliżu naszej dostatniej obozu, niech sobie z nimi szybko. Sprawdź panel cele dla misji.""",[i2auto]humanoids Berserking ويستقر قرب معسكرنا مزدهر، دعونا التعامل معها بسرعة. تحقق من لوحة أهداف البعثات.,[i2auto]"""Berserking humanoidi vyrovnávat v blízkosti našeho prosperující kempu, pojďme rychle se s nimi vypořádat. Zkontrolujte, zda panel Cíle pro mise.""","humanóides Berserking estão se instalando perto do nosso próspero acampamento, vamos lidar com eles rapidamente. verifique o painel objectivos para as missões."
Tutorial/title121,Text,,Tame the land,[i2auto]Apprivoiser la terre,[i2auto]Приручить землю,[i2auto]Zähmen das Land,[i2auto]땅을 길들인,[i2auto]开垦土地,[i2auto]Menjinakkan tanah,[i2auto]Domare la terra,[i2auto]土地を飼いならします,[i2auto]اهلی زمین,[i2auto]Imblanzesti teren,[i2auto]เชื่องที่ดิน,[i2auto]Domesticar la tierra,[i2auto]Arazi Tame,[i2auto]Tame đất,[i2auto]Oswoić ziemię,[i2auto]ترويض الأرض,[i2auto]Zkrotit zemi,[i2auto]Domar a terra
Tutorial/title131,Text,,Tame the land,[i2auto]Apprivoiser la terre,[i2auto]Приручить землю,[i2auto]Zähmen das Land,[i2auto]땅을 길들인,[i2auto]开垦土地,[i2auto]Menjinakkan tanah,[i2auto]Domare la terra,[i2auto]土地を飼いならします,[i2auto]اهلی زمین,[i2auto]Imblanzesti teren,[i2auto]เชื่องที่ดิน,[i2auto]Domesticar la tierra,[i2auto]Arazi Tame,[i2auto]Tame đất,[i2auto]Oswoić ziemię,[i2auto]ترويض الأرض,[i2auto]Zkrotit zemi,[i2auto]Domar a terra
Tutorial/text131,Text,,"A surprise attack! There's no time to save the this tribe center, develop the base on the other side of the woods and destroy the enemy. ",[i2auto]"""Une attaque surprise! Il n'y a pas de temps pour sauver le centre de cette tribu, de développer la base de l'autre côté de la forêt et de détruire l'ennemi.""",[i2auto]"""Внезапное нападение! Там нет времени, чтобы сохранить это племя центр, развивать базу на другой стороне леса и уничтожить врага.""",[i2auto]"""Ein Überraschungsangriff! Es gibt keine Zeit, um den dieser Stamm Zentrum zu retten, entwickeln die Basis auf der anderen Seite des Waldes und den Feind zu vernichten.""",[i2auto]"""기습 공격! ,이 부족 센터를 저장 숲의 반대편에 기반을 개발하고 적을 파괴 할 시간이 없습니다.""",[i2auto]偷袭！有没有时间来保存这个部落中心，制定树林另一边的基地和消灭敌人。,[i2auto]"""Sebuah serangan mendadak! Tidak ada waktu untuk menyelamatkan pusat suku ini, mengembangkan basis di sisi lain dari hutan dan menghancurkan musuh.""",[i2auto]"""Un attacco a sorpresa! Non c'è il tempo per salvare il centro questa tribù, sviluppare la base sul lato opposto del bosco e distruggere il nemico.""",[i2auto]奇襲攻撃！ 、この部族の中心部を保存森の反対側にベースを開発し、敵を破壊する時間がありません。,[i2auto]یک حمله غافلگیرانه! هیچ وقت برای صرفه جویی در مرکز این قبیله، توسعه پایه در طرف دیگر از جنگل و نابود کردن دشمن وجود دارد.,[i2auto]"""Un atac surpriză! Nu e timp pentru a salva centrul acestui trib, dezvoltarea bazei de pe cealaltă parte a pădurii și de a distruge inamicul.""",[i2auto]การโจมตีประหลาดใจ! มีเวลาที่จะไม่ได้บันทึกชนเผ่านี้ศูนย์พัฒนาฐานในด้านอื่น ๆ ของป่าและทำลายศัตรู,[i2auto]"""Un ataque por sorpresa! No hay tiempo para salvar el centro de esta tribu, desarrollar la base en el otro lado del bosque y destruir al enemigo.""",[i2auto]Bir sürpriz saldırı! Bu kabile merkezini kurtarmak ormanda diğer tarafında tabanını geliştirmek ve düşmanı yok etmek için zaman yok.,[i2auto]"""Một cuộc tấn công bất ngờ! Không có thời gian để cứu trung tâm bộ lạc này, phát triển cơ sở ở phía bên kia của rừng và tiêu diệt kẻ thù.""",[i2auto]"""Atak z zaskoczenia! Nie ma czasu, aby zapisać centrum tego plemienia, opracowanie bazy po drugiej stronie lasu i zniszczyć wroga.""",[i2auto]هجوم مفاجئ! ليس هناك وقت لإنقاذ وسط هذه القبيلة، وتطوير قاعدة على الجانب الآخر من الغابة وتدمير العدو.,[i2auto]"""Překvapivý útok! Není čas zachránit tohoto kmene centrum, rozvíjet základnu na druhé straně lesa a zničit nepřítele.""",[i2auto]"""Um ataque de surpresa! Não há tempo para salvar o centro da tribo, desenvolver a base do outro lado da floresta e destruir o inimigo."""
Tutorial/211text,Text,,our masters have found another suitable ground for establishing the colony. but deviant people are already here. organize the troops and perform a quick attack. disperse all deviant enemies before they can organize themselves!,[i2auto]nos maîtres ont trouvé un autre terrain approprié pour établir la colonie. mais les gens déviants sont déjà là. organiser les troupes et d'effectuer une attaque rapide. disperser tous les ennemis avant qu'ils déviantes peuvent se organiser!,[i2auto]"""наши мастера нашли подходящую почву еще для установления колонию. но девиантные люди уже здесь. организовать войска и выполнить быструю атаку. разогнать все девиантные врагов, прежде чем они могут организовать себя!""",[i2auto]"""Unsere Meister haben einen anderen geeigneten Boden für die Gründung der Kolonie zu gründen. aber abweichende Mitglieder sind jetzt online. organisieren die Truppen und führen einen schnellen Angriff. zerstreuen alle abweichenden Feinde, bevor sie sich zu organisieren!""",[i2auto]우리의 주인은 식민지를 확립하기위한 다른 적절한 땅을 발견했다. 하지만 일탈 사람들은 이미 여기에 있습니다. 군대를 조직하고 빠른 공격을 수행합니다. 그들은 자신을 구성 할 수 있습니다 전에 모든 일탈 적 분산!,[i2auto]我们的主人已经找到另一个合适地建立了殖民地。但离经叛道的人已经在这里了。组织部队和执行快速进攻。驱散所有离经叛道的敌人之前，他们可以组织起来！,[i2auto]master kami telah menemukan tanah lain yang cocok untuk mendirikan koloni. tapi orang-orang yang menyimpang sudah ada di sini. mengatur pasukan dan melakukan serangan cepat. membubarkan semua musuh menyimpang sebelum mereka dapat mengatur diri mereka sendiri!,[i2auto]i nostri maestri hanno trovato un altro terreno adatto per stabilire la colonia. ma le persone devianti sono già qui. organizzare le truppe ed eseguire un attacco rapido. disperdere tutti i nemici devianti prima che possano organizzarsi!,[i2auto]私たちのマスターは、植民地を確立するための別の適切なアースを発見しました。しかし、逸脱した人々はすでにここにあります。軍隊を組織し、迅速な攻撃を実行します。彼らは自分自身を整理することができます前に、すべての逸脱の敵を分散させます！,[i2auto]استادان ما زمین مناسب دیگری برای ایجاد مستعمره پیدا کرده اند. اما مردم منحرف حال حاضر در اینجا. سازماندهی نیروهای نظامی و انجام یک حمله سریع است. پراکنده کردن تمام دشمنان منحرف قبل از آنها می توانند خود را سازماندهی!,[i2auto]stăpânii noștri s-au găsit un alt motiv adecvat pentru stabilirea colonie. dar oamenii deviante sunt deja aici. organiza trupele și de a efectua un atac rapid. dispersa toți dușmanii deviante înainte de a putea să se organizeze!,[i2auto]ปริญญาโทของเราพบอีกพื้นดินที่เหมาะสมสำหรับการสร้างอาณานิคม แต่คนปกติอยู่ที่นี่แล้ว จัดกองกำลังทหารและทำการโจมตีอย่างรวดเร็ว แยกย้ายกันไปเบี่ยงเบนศัตรูทั้งหมดก่อนที่พวกเขาสามารถจัดระเบียบตัวเอง!,[i2auto]nuestros maestros han encontrado otro terreno adecuado para el establecimiento de la colonia. pero las personas desviadas ya están aquí. organizar las tropas y realizar un ataque rápido. dispersar a todos los enemigos desviados antes de que puedan organizarse!,[i2auto]Bizim ustalar koloni kurulması için uygun başka bir zemin buldular. ancak sapkın insanlar burada zaten. asker düzenlemek ve hızlı bir saldırı gerçekleştirmek. Onlar kendilerini organize edebilir önce tüm sapkın düşmanları dağıtmak!,[i2auto]thạc sĩ của chúng tôi đã tìm thấy một mặt đất phù hợp cho việc thiết lập các thuộc địa. nhưng người tà đã ở đây. tổ chức quân đội và thực hiện một cuộc tấn công nhanh chóng. giải tán tất cả các kẻ thù tà trước khi họ có thể tự tổ chức!,[i2auto]"""nasi mistrzowie odkryli inny odpowiedni grunt do utworzenia kolonii. ale odbiegające ludzie są już tutaj. organizowanie wojska i wykonać szybki atak. rozproszyć wszystkie dewiacyjnych wrogów, zanim będą mogły organizować się!""",[i2auto]وقد وجدت سادتنا أرضية مناسبة أخرى لإنشاء مستعمرة. ولكن الناس المنحرف هنا بالفعل. تنظيم القوات وتنفيذ هجوم سريع. تفريق جميع الأعداء الضالة قبل أن يتمكنوا من تنظيم أنفسهم!,[i2auto]"""Naši mistři našli jinou vhodnou půdu pro založení kolonie. ale deviantní lidé už jsou tady. organizovat vojska a provést rychlé útok. rozptýlit všechny deviovaná nepřátele dříve, než oni mohou sdružovat!""",nossos mestres encontraram um outro terreno adequado para o estabelecimento da colônia. mas as pessoas desviantes já estão aqui. organize as tropas e execute um ataque rápido. disperse todos os inimigos antes que eles se organizem!
Tutorial/211title,Text,,Sacred Ground,[i2auto]Sacred Ground,[i2auto]Священная земля,[i2auto]Sacred Ground,[i2auto]성지,[i2auto]圣地,[i2auto]Tanah suci,[i2auto]Terra Sacra,[i2auto]聖地,[i2auto]زمین مقدس,[i2auto]Ground Sacred,[i2auto]พื้นดินศักดิ์สิทธิ์,[i2auto]Sacred Ground,[i2auto]Kutsal Toprak,[i2auto]Sacred đất,[i2auto]Świętej ziemi,[i2auto]الأرض المقدسة,[i2auto]Sacred Ground,[i2auto]Solo Sagrado
Tutorial/221text,Text,,"Establish a new village, train a Brachiosaurus and build an Obelisk so the gods might enlighten us.",[i2auto]"""Établir un nouveau village, former un Brachiosaurus et de construire un obélisque de sorte que les dieux pourraient nous éclairer.""",[i2auto]"""Установите новую деревню, обучать Брахиозавра и построить Обелиск так боги могли просветить нас.""",[i2auto]"""Stellen Sie das neue Dorf, Zug ein Brachiosaurus und bauen ein Obelisk, damit die Götter könnten uns zu erleuchten.""",[i2auto]"""새로운 마을을 수립, 브라키 오 사우루스를 훈련하고 신들이 우리를 계몽 할 수 있도록 오벨리스크를 구축 할 수 있습니다.""",[i2auto]建立一个新的村庄，训练腕，建设方尖碑所以神会开导我们。,[i2auto]"""Membangun sebuah desa baru, melatih Brachiosaurus dan membangun Obelisk sehingga para dewa mungkin mencerahkan kita.""",[i2auto]"""Stabilire un nuovo villaggio, addestrare un Brachiosaurus e costruire un obelisco così gli dei ci potrebbero illuminarci.""",[i2auto]新しい村を確立し、ブラキオサウルスを訓練し、神が私たちを啓発する可能性がありますので、オベリスクを構築します。,[i2auto]تاسیس یک دهکده جدید، آموزش براکیوزاروس و ساخت یک ستون هرمی شکل سنگی به طوری که ممکن است ما را خدایان روشن.,[i2auto]"""Stabilirea unui nou sat, un tren Brachiosaurus și de a construi un obelisc astfel zeii s-ar putea ne lumineze.""",[i2auto]สร้างหมู่บ้านใหม่ Brachiosaurus ฝึกอบรมและสร้างอนุสาวรีย์เพื่อพระเจ้าอาจจะสอนเรา,[i2auto]"""Establecer un nuevo pueblo, entrenar a un Brachiosaurus y construir un obelisco por lo que los dioses nos pueden iluminar.""",[i2auto]"""Yeni bir köy kurmak, bir Brachiosaurus tren ve Tanrılar bizi aydınlatacak olabilir bu yüzden bir Obelisk inşa.""",[i2auto]"""Thiết lập một ngôi làng mới, đào tạo một Brachiosaurus và xây dựng một Obelisk để các vị thần có thể soi sáng cho chúng ta.""",[i2auto]"""Ustanowić nową osadę, wyszkolić Brachiosaurus i budować Obelisk więc bogowie mogą nas oświecić.""",[i2auto]إنشاء قرية جديدة، تدريب Brachiosaurus وبناء مسلة حتى الآلهة قد ينير لنا.,[i2auto]"""Založit novou vesnici, cvičit Brachiosaurus a postavit Obelisk, takže bohové nás může osvítit.""","estabelecer uma nova aldeia, treinar um brachiosaurus e construir um obelisco para que os deuses possam nos iluminar."
Tutorial/231text,Text,,"Deviant People are back, stronger than before, prepare for battle!",[i2auto]"""Les gens déviants sont de retour, plus fort qu'avant, préparer pour la bataille!""",[i2auto]"""Девиантное Люди вернулись, сильнее, чем прежде, готовиться к битве!""",[i2auto]"""Deviant Menschen sind zurück, stärker als zuvor, den Kampf vorzubereiten!""",[i2auto]"""비정상적인 사람들은 전투 준비, 다시 이전보다, 강한!""",[i2auto]离经叛道的人都回来了，比以前强，准备战斗！,[i2auto]"""Orang yang menyimpang kembali, lebih kuat dari sebelumnya, mempersiapkan diri untuk pertempuran!""",[i2auto]"""Deviant persone sono tornati, più forte di prima, prepararsi per la battaglia!""",[i2auto]逸脱人々は戦いの準備、バック前よりも強いです！,[i2auto]مردم منحرف هستند، قوی تر از قبل، آماده شدن برای نبرد!,[i2auto]"""Oamenii deviante sunt înapoi, mai puternică decât înainte, se pregătească pentru luptă!""",[i2auto]คนปกติจะกลับมาแข็งแกร่งกว่าก่อนที่จะเตรียมความพร้อมสำหรับการต่อสู้!,[i2auto]"""Gente Deviant están de vuelta, más fuerte que antes, se preparan para la batalla!""",[i2auto]"""Sapkın insanlar savaşa hazırlanmak, geri eskisinden daha güçlü vardır!""",[i2auto]"""Dân Deviant đang trở lại, mạnh mẽ hơn so với trước đây, chuẩn bị cho cuộc chiến!""",[i2auto]"""Odbiegające Ludzie są z powrotem, silniejszy niż wcześniej, przygotować się do bitwy!""",[i2auto]الشعب المنحرف تعود، أقوى من ذي قبل، الاستعداد للمعركة!,[i2auto]"""Deviantní Lidé jsou zpět, silnější než předtím, připravit se na bitvu!""","os desviantes voltaram mais forte do que antes, prepare-se para a batalha!"
Tutorial/311title,Text,,Quest for fire,[i2auto]Quête pour le feu,[i2auto]Поиски огня,[i2auto]Suche nach Feuer,[i2auto]화재 퀘스트,[i2auto]探寻火灾,[i2auto]Quest untuk api,[i2auto]La guerra del fuoco,[i2auto]火の探索,[i2auto]تلاش برای آتش,[i2auto]Quest pentru foc,[i2auto]เควสสำหรับไฟ,[i2auto]En busca del fuego,[i2auto]Yangın Quest,[i2auto]Quest cho lửa,[i2auto]Walka o ogień,[i2auto]السعي لاطلاق النار,[i2auto]Quest for oheň,[i2auto]A Guerra do Fogo
Tutorial/311text,Text,,"We've already established a base on these lands, develop the village and expand our domains.",[i2auto]"""Nous avons déjà établi une base sur ces terres, de développer le village et d'élargir nos domaines.""",[i2auto]"""Мы уже создана база на этих землях, развивать село и расширить наши домены.""",[i2auto]"""Wir haben bereits eine Basis auf diesem Land gegründet, das Dorf zu entwickeln und erweitern unsere Domains.""",[i2auto]우리는 이미이 땅에 기지를 설립 한 마을을 개발하고 우리의 영역을 확장합니다.,[i2auto]我们已经建立在这些土地上的基础上，制定了村庄和扩大我们的领域。,[i2auto]"""Kami sudah mendirikan basis di tanah ini, mengembangkan desa dan memperluas domain kami.""",[i2auto]"""Abbiamo già stabilito una base su queste terre, di sviluppare il paese e ampliare i nostri domini.""",[i2auto]我々はすでにこれらの土地に拠点を設立しましたが、村を開発し、私たちのドメインを展開します。,[i2auto]ما در حال حاضر تاسیس یک پایگاه در این زمین، توسعه روستا و گسترش دامنه ما است.,[i2auto]"""Am stabilit deja o bază de pe aceste meleaguri, dezvoltarea satului și extinde domeniile noastre.""",[i2auto]เราได้จัดตั้งขึ้นแล้วฐานบนที่ดินเหล่านี้ในการพัฒนาหมู่บ้านและขยายโดเมนของเรา,[i2auto]"""Ya hemos establecido una base en estas tierras, el desarrollo de la aldea y ampliar nuestros dominios.""",[i2auto]"""Biz zaten bu topraklarda bir üs kurduk, köy geliştirmek ve etki genişletin.""",[i2auto]"""Chúng tôi đã thành lập một căn cứ trên những vùng đất này, phát triển làng và mở rộng lĩnh vực của chúng tôi.""",[i2auto]"""Mamy już ustalone bazę na tych ziemiach, rozwój wsi i poszerzyć nasze domeny.""",[i2auto]لقد تأسيس قاعدة على هذه الأراضي، وتطوير القرية وتوسيع مجالات دينا.,[i2auto]"""Už jsme založili základnu na těchto zemí, rozvíjet vesnici a rozšiřovat naše domén.""",[i2auto]"""Nós já estabelecemos uma base nestas terras, desenvolver a aldeia e expandir nossos domínios."""
Tutorial/321text,Text,,"The enemy is launching a full attack, defend the base until reinforcements arrive!",[i2auto]"""L'ennemi lance une attaque, défendre la base jusqu'à ce que les renforts arrivent!""",[i2auto]"""Враг начинает полную атаку, защитить базу, пока не прибудет подкрепление!""",[i2auto]"""Der Feind ist die Einleitung einer vollen Angriff, Verteidigung der Basis, bis Verstärkung eintrifft!""",[i2auto]"""적 전체 공격을 출시, 지원군이 도착할 때까지 기지를 방어!""",[i2auto]敌人发动全力攻击，保卫基地，直到援军到达！,[i2auto]"""Musuh meluncurkan serangan penuh, membela dasar sampai bala bantuan tiba!""",[i2auto]"""Il nemico sta lanciando un attacco completo, difendere la base fino all'arrivo dei rinforzi!""",[i2auto]敵が完全な攻撃を開始し、援軍が到着するまでのベースを守ります！,[i2auto]دشمن در حال راه اندازی یک حمله تمام، دفاع از پایگاه تا تقویت می رسند!,[i2auto]"""Inamicul lansează un atac complet, apăra de bază până la sosirea întăriri!""",[i2auto]ศัตรูจะเปิดตัวการโจมตีเต็มรูปแบบปกป้องฐานจนเสริมมาถึง!,[i2auto]"""El enemigo está lanzando un ataque completo, defender la base hasta que lleguen los refuerzos!""",[i2auto]"""Düşman tam bir saldırı başlatıyor, takviye gelene kadar temel savunmak!""",[i2auto]"""Kẻ thù đang tung ra một cuộc tấn công, bảo vệ các cơ sở cho đến khi quân tiếp viện đến nơi!""",[i2auto]"""Wróg jest uruchomienie pełnego ataku, obrona bazy aż do wzmocnienia przyjechać!""",[i2auto]العدو بشن هجوم كامل، الدفاع عن القاعدة حتى وصول تعزيزات!,[i2auto]"""Nepřítel zahajuje plný útok, bránit základnu, dokud nedorazí posily!""",[i2auto]"""O inimigo está lançando um ataque total, defender a base até que cheguem os reforços!"""
Tutorial/331text,Text,,"It's time to end this fight, destroy all!",[i2auto]"""Il est temps de mettre fin à ce combat, détruire tous!""",[i2auto]"""Это время, чтобы закончить этот бой, уничтожить все!""",[i2auto]"""Es ist Zeit, um diesen Kampf zu beenden, alle zu vernichten!""",[i2auto]"""그것은이 싸움을 끝낼 시간이다, 모두를 파괴!""",[i2auto]现在是时候结束这场战斗，摧毁一切！,[i2auto]"""Sudah waktunya untuk mengakhiri pertarungan ini, menghancurkan semua!""",[i2auto]"""E 'ora di porre fine a questa lotta, distruggere tutti!""",[i2auto]それはこの戦いを終わらせるための時間です、すべてを破壊します！,[i2auto]از آن زمان به پایان دادن به این مبارزه است، از بین بردن تمام!,[i2auto]"""Este timpul să se încheie această luptă, distruge toate!""",[i2auto]ถึงเวลาที่จะจบการต่อสู้ครั้งนี้ทำลายทุก!,[i2auto]"""Es hora de poner fin a esta lucha, destruir todo!""",[i2auto]"""Bu kavgayı bitirmenin zamanı geldi, hepsini yok!""",[i2auto]"""Đó là thời gian để kết thúc cuộc chiến này, tiêu diệt tất cả!""",[i2auto]"""Nadszedł czas, aby zakończyć tę walkę, zniszczyć wszystko!""",[i2auto]حان الوقت لوضع حد لهذه الحرب، وتدمير كل شيء!,[i2auto]"""Je čas ukončit tento boj, zničit všechny!""","É hora de acabar com essa luta, destrua-os todos!"
